CaseId,ActivityName,ActivityTime,Resource,Role,OrderType,OrderValue,Currency,Priority,PaymentTerms,VendorID,VendorName,VendorCategory,VendorRating,PreferredVendor,RequesterID,Department,CostCenter,ApprovalLevel,InvoiceNumber,InvoiceDate,InvoiceAmount,InvoiceStatus,PaymentMethod,PaymentStatus,PaymentDate,DiscountApplied
PO301629,Receive Order,2025-05-05 08:32:25,Michael Brown,Buyer,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Process Order,2025-05-05 08:48:04,Robert Taylor,Buyer,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Receive Invoice,2025-05-05 09:53:34,ERP System,System,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Review Invoice,2025-05-05 09:59:29,Paul Martinez,Ap Clerk,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Create Payment,2025-05-05 11:09:41,Susan Clark,Ap Clerk,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Authorize Payment,2025-05-05 11:41:54,Director Johnson,Approver,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Update Customer Balance,2025-05-05 12:08:39,ERP System,System,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO301629,Verify Successful Payment,2025-05-05 12:15:23,Payment Gateway,System,Express,8968.18,USD,Low,Net30,V6925,Global Tech Solutions,Software,4.7,False,EMP5554,Finance,CC954,1,INV-705397,2025-05-02,8846.96,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Place Order,2025-05-04 14:00:00,Maria Garcia,Requester,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Receive Order,2025-05-05 08:25:50,Robert Taylor,Buyer,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Process Order,2025-05-05 08:41:55,Carlos Rodriguez,Buyer,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Receive Invoice,2025-05-05 09:39:04,Payment Gateway,System,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Review Invoice,2025-05-05 09:45:08,Susan Clark,Ap Clerk,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Create Payment,2025-05-05 10:49:28,Paul Martinez,Ap Clerk,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Authorize Payment,2025-05-05 11:24:05,VP Chen,Approver,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Update Customer Balance,2025-05-05 11:57:18,Payment Gateway,System,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO623481,Verify Successful Payment,2025-05-05 12:02:22,Payment Gateway,System,Standard,7460.51,CAD,Medium,Net30,V4483,Industrial Materials Co,Materials,4.1,False,EMP7543,HR,CC241,1,INV-787277,2025-05-03,7467.62,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Place Order,2025-05-04 14:00:00,Maria Garcia,Requester,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Receive Order,2025-05-05 08:35:08,Emily Davis,Buyer,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Process Order,2025-05-05 08:48:35,Robert Taylor,Buyer,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Receive Invoice,2025-05-05 09:50:12,ERP System,System,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Review Invoice,2025-05-05 09:55:12,Susan Clark,Ap Clerk,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Create Payment,2025-05-05 11:06:40,Susan Clark,Ap Clerk,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Authorize Payment,2025-05-05 11:32:13,CFO Anderson,Approver,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Update Customer Balance,2025-05-05 12:07:34,ERP System,System,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO287330,Verify Successful Payment,2025-05-05 12:13:01,Invoice System,System,Standard,33704.75,USD,Medium,Net15,V9201,Equipment Express,Materials,3.3,True,EMP9837,Sales,CC643,2,INV-898975,2025-05-02,35115.27,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Place Order,2025-05-04 14:00:00,Lisa Johnson,Requester,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Receive Order,2025-05-05 08:24:51,Robert Taylor,Buyer,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Process Order,2025-05-05 08:40:51,Robert Taylor,Buyer,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Receive Invoice,2025-05-05 09:32:02,Invoice System,System,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Review Invoice,2025-05-05 09:38:13,Paul Martinez,Ap Clerk,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Create Payment,2025-05-05 10:37:34,Susan Clark,Ap Clerk,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Authorize Payment,2025-05-05 11:02:44,CFO Anderson,Approver,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Update Customer Balance,2025-05-05 11:30:59,Payment Gateway,System,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO804314,Verify Successful Payment,2025-05-05 11:36:54,Invoice System,System,Standard,72087.4,USD,Medium,Net30,V6107,Industrial Materials Co,Equipment,3.0,True,EMP4608,Operations,CC824,2,INV-518373,2025-04-28,73032.49,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO214576,Place Order,2025-05-04 14:00:00,John Smith,Requester,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Receive Order,2025-05-05 08:35:37,Jennifer Lee,Buyer,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Process Order,2025-05-05 08:48:37,Jennifer Lee,Buyer,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Receive Invoice,2025-05-05 09:57:22,ERP System,System,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Review Invoice,2025-05-05 10:02:34,Paul Martinez,Ap Clerk,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Create Payment,2025-05-05 10:59:56,James White,Ap Clerk,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Authorize Payment,2025-05-05 11:27:21,CFO Anderson,Approver,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Update Customer Balance,2025-05-05 11:53:13,Payment Gateway,System,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO214576,Verify Successful Payment,2025-05-05 11:58:32,ERP System,System,Standard,408.19,USD,Medium,Net30,V6559,Office Depot Pro,Services,4.7,True,EMP8260,Facilities,CC976,1,INV-939482,2025-04-29,410.24,Paid,Bank Transfer,Completed,2025-05-04,6.4
PO159642,Place Order,2025-05-04 14:00:00,Ahmed Al-Rashid,Requester,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Receive Order,2025-05-05 08:26:27,Jennifer Lee,Buyer,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Process Order,2025-05-05 08:40:02,Robert Taylor,Buyer,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Receive Invoice,2025-05-05 09:43:32,Payment Gateway,System,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Review Invoice,2025-05-05 09:49:05,Susan Clark,Ap Clerk,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Create Payment,2025-05-05 10:37:19,Michelle Kim,Ap Clerk,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Authorize Payment,2025-05-05 11:13:16,Director Johnson,Approver,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Update Customer Balance,2025-05-05 11:43:43,Invoice System,System,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO159642,Verify Successful Payment,2025-05-05 11:49:09,Payment Gateway,System,Contract,481.54,USD,Low,Net60,V9701,Material World Inc,Software,3.8,True,EMP1651,Marketing,CC529,1,INV-265080,2025-05-02,489.12,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO946305,Place Order,2025-05-04 14:00:00,Lisa Johnson,Requester,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Receive Order,2025-05-05 08:26:26,Emily Davis,Buyer,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Process Order,2025-05-05 08:41:28,Robert Taylor,Buyer,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Receive Invoice,2025-05-05 09:51:16,ERP System,System,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Review Invoice,2025-05-05 09:56:17,James White,Ap Clerk,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Create Payment,2025-05-05 10:45:21,Susan Clark,Ap Clerk,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Authorize Payment,2025-05-05 11:16:59,VP Chen,Approver,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Update Customer Balance,2025-05-05 11:42:56,Payment Gateway,System,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO946305,Verify Successful Payment,2025-05-05 11:49:03,Payment Gateway,System,Standard,834.57,USD,High,Net30,V5956,Material World Inc,Equipment,4.8,False,EMP2891,Facilities,CC860,1,INV-741390,2025-05-03,839.01,Paid,Bank Transfer,Completed,2025-05-04,36.85
PO679364,Place Order,2025-05-04 14:00:00,David Chen,Requester,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Receive Order,2025-05-05 08:35:06,Robert Taylor,Buyer,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Process Order,2025-05-05 08:48:05,Jennifer Lee,Buyer,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Receive Invoice,2025-05-05 09:57:14,ERP System,System,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Review Invoice,2025-05-05 10:02:28,James White,Ap Clerk,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Create Payment,2025-05-05 11:09:43,Susan Clark,Ap Clerk,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Authorize Payment,2025-05-05 11:36:55,Director Johnson,Approver,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Update Customer Balance,2025-05-05 12:05:30,ERP System,System,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO679364,Verify Successful Payment,2025-05-05 12:12:22,ERP System,System,Standard,59102.58,USD,Medium,Immediate,V7049,Acme Supplies Inc,Software,3.4,True,EMP2684,HR,CC673,2,INV-710805,2025-04-30,61372.92,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO792094,Place Order,2025-05-04 14:00:00,Maria Garcia,Requester,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Receive Order,2025-05-05 08:31:09,Robert Taylor,Buyer,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Process Order,2025-05-05 08:47:52,Anna Schmidt,Buyer,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Receive Invoice,2025-05-05 09:38:39,Invoice System,System,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Review Invoice,2025-05-05 09:43:54,Paul Martinez,Ap Clerk,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Create Payment,2025-05-05 10:42:22,Michelle Kim,Ap Clerk,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Authorize Payment,2025-05-05 11:14:37,Manager Williams,Approver,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Update Customer Balance,2025-05-05 11:42:59,ERP System,System,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO792094,Verify Successful Payment,2025-05-05 11:50:03,Payment Gateway,System,Standard,88418.2,USD,High,Net90,V4652,Office Depot Pro,Services,4.0,False,EMP1452,Operations,CC367,2,INV-124813,2025-04-28,85576.15,Paid,Check,Completed,2025-05-04,0.0
PO528231,Place Order,2025-05-04 14:00:00,Lisa Johnson,Requester,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Receive Order,2025-05-05 08:29:34,Jennifer Lee,Buyer,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Process Order,2025-05-05 08:44:38,Jennifer Lee,Buyer,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Receive Invoice,2025-05-05 09:48:27,Payment Gateway,System,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Review Invoice,2025-05-05 09:54:29,James White,Ap Clerk,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Create Payment,2025-05-05 10:44:44,Susan Clark,Ap Clerk,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Authorize Payment,2025-05-05 11:16:48,Manager Williams,Approver,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO528231,Update Customer Balance,2025-05-05 11:50:29,ERP System,System,Standard,37028.7,EUR,Medium,Net30,V6067,Material World Inc,Maintenance,4.4,True,EMP5930,HR,CC953,2,INV-799287,2025-04-29,35178.77,Paid,Bank Transfer,Completed,2025-05-04,0.0
